Upc,"Product Id","Ebay Price","Product Name","Ebay Product Link",Store,"Store Price","Store Product Link"
010343928824,B01DME4JBG,130,"Epson
",https://www.ebay.com/itm/Wireless-Epson-WorkForce-WF-2750-All-in-One-Color-Printer-Copier-Scanner-Fax/332755882035?hash=item4d79cbd033%3Ag%3AkusAAOSwwdpbbExf&_sacat=0&_nkw=epson+printer&_from=R40&rt=nc&_trksid=m570.l1313,amazon,80.37,https://www.amazon.com/Epson-WF-2750-Wireless-Printer-Replenishment/dp/B01DME4JBG/ref=sr_1_1/138-4466618-4976029?ie=UTF8&amp;qid=1534221711&amp;sr=8-1&amp;keywords=010343928824
010343928824,53853527,130,"Epson
",https://www.ebay.com/itm/Wireless-Epson-WorkForce-WF-2750-All-in-One-Color-Printer-Copier-Scanner-Fax/332755882035?hash=item4d79cbd033%3Ag%3AkusAAOSwwdpbbExf&_sacat=0&_nkw=epson+printer&_from=R40&rt=nc&_trksid=m570.l1313,walmart,69.00,https://www.walmart.com//ip/Epson-WorkForce-WF-2750-All-in-One-Wireless-Color-Printer-Copier-Scanner-Fax-Machine/53853527
010343928824,,130,"Epson
",https://www.ebay.com/itm/Wireless-Epson-WorkForce-WF-2750-All-in-One-Color-Printer-Copier-Scanner-Fax/332755882035?hash=item4d79cbd033%3Ag%3AkusAAOSwwdpbbExf&_sacat=0&_nkw=epson+printer&_from=R40&rt=nc&_trksid=m570.l1313,target,,https://www.target.com/p/epson-wf-2750-inkjet-printer-black-c11cf76201/-/A-53461498
010343928824,53461498,130,"Epson
",https://www.ebay.com/itm/Wireless-Epson-WorkForce-WF-2750-All-in-One-Color-Printer-Copier-Scanner-Fax/332755882035?hash=item4d79cbd033%3Ag%3AkusAAOSwwdpbbExf&_sacat=0&_nkw=epson+printer&_from=R40&rt=nc&_trksid=m570.l1313,target,8,https://www.target.com/p/epson-wf-2750-inkjet-printer-black-c11cf76201/-/A-53461498
28907103730,203117055,900,"Epson
",https://www.ebay.com/itm/Wireless-Epson-WorkForce-WF-2750-All-in-One-Color-Printer-Copier-Scanner-Fax/332755882035?hash=item4d79cbd033%3Ag%3AkusAAOSwwdpbbExf&_sacat=0&_nkw=epson+printer&_from=R40&rt=nc&_trksid=m570.l1313,homedepot,35.50,https://www.homedepot.com/p/Powerbuilt-Power-Steering-and-Alternator-Pulley-Remover-and-Installer-Kit-648605/203117055
642608016733,0,900,"Epson
",https://www.ebay.com/itm/Wireless-Epson-WorkForce-WF-2750-All-in-One-Color-Printer-Copier-Scanner-Fax/332755882035?hash=item4d79cbd033%3Ag%3AkusAAOSwwdpbbExf&_sacat=0&_nkw=epson+printer&_from=R40&rt=nc&_trksid=m570.l1313,newegg,8,https://www.newegg.com/Product/Product.aspx?Item=9SIA00Y19B1505&cm_re=642608016733-_-02H-0015-000K6-_-Product
642608016733,0,900,"Epson
",https://www.ebay.com/itm/Wireless-Epson-WorkForce-WF-2750-All-in-One-Color-Printer-Copier-Scanner-Fax/332755882035?hash=item4d79cbd033%3Ag%3AkusAAOSwwdpbbExf&_sacat=0&_nkw=epson+printer&_from=R40&rt=nc&_trksid=m570.l1313,newegg,8,https://www.newegg.com/Product/Product.aspx?Item=9SIA00Y19B1505&cm_re=642608016733-_-02H-0015-000K6-_-Product
642608016733,0,900,"Epson
",https://www.ebay.com/itm/Wireless-Epson-WorkForce-WF-2750-All-in-One-Color-Printer-Copier-Scanner-Fax/332755882035?hash=item4d79cbd033%3Ag%3AkusAAOSwwdpbbExf&_sacat=0&_nkw=epson+printer&_from=R40&rt=nc&_trksid=m570.l1313,newegg,8,https://www.newegg.com/Product/Product.aspx?Item=9SIA00Y19B1505&cm_re=642608016733-_-02H-0015-000K6-_-Product
642608016733,0,900,"Epson
",https://www.ebay.com/itm/Wireless-Epson-WorkForce-WF-2750-All-in-One-Color-Printer-Copier-Scanner-Fax/332755882035?hash=item4d79cbd033%3Ag%3AkusAAOSwwdpbbExf&_sacat=0&_nkw=epson+printer&_from=R40&rt=nc&_trksid=m570.l1313,newegg,8,https://www.newegg.com/Product/Product.aspx?Item=9SIA00Y19B1505&cm_re=642608016733-_-02H-0015-000K6-_-Product
642608016733,0,900,"Epson
",https://www.ebay.com/itm/Wireless-Epson-WorkForce-WF-2750-All-in-One-Color-Printer-Copier-Scanner-Fax/332755882035?hash=item4d79cbd033%3Ag%3AkusAAOSwwdpbbExf&_sacat=0&_nkw=epson+printer&_from=R40&rt=nc&_trksid=m570.l1313,newegg,8,https://www.newegg.com/Product/Product.aspx?Item=9SIA00Y19B1505&cm_re=642608016733-_-02H-0015-000K6-_-Product
